idx	label	id	shape	nnz%	type	rank	bias
2023	B32	49	[288, 319]	0.35	sparse	288	nz
2024	B33	50	[318, 288]	0.41	sparse	288	nz
2025	B34	51	[288, 318]	0.35	sparse	288	nz
2026	B35	52	[316, 288]	0.41	sparse	288	nz
2027	B36	53	[288, 316]	0.35	sparse	288	nz
2028	B37	54	[312, 288]	0.40	sparse	288	nz
2029	B38	55	[288, 312]	0.35	sparse	288	nz
2030	B39	56	[304, 288]	0.38	sparse	288	nz
2031	B40	57	[288, 304]	0.35	sparse	288	nz
2032	B41	58	[256, 288]	0.43	sparse	224	nz
2033	B00	119	[336, 256]	0.47	sparse	224	nz
2034	B01	120	[328, 336]	0.36	sparse	296	nz
2035	B02	99	[340, 328]	0.42	sparse	264	nz
2036	B03	20	[332, 340]	0.41	sparse	268	nz
2037	B04	21	[375, 332]	0.38	sparse	300	nz
2038	B05	22	[399, 375]	0.33	sparse	336	nz
2039	B06	23	[410, 399]	0.31	sparse	368	nz
2040	B07	24	[402, 410]	0.30	sparse	372	nz
2041	B08	25	[412, 402]	0.30	sparse	372	nz
2042	B09	26	[404, 412]	0.30	sparse	376	nz
2043	B10	27	[412, 404]	0.29	sparse	376	nz
2044	B11	28	[404, 412]	0.29	sparse	380	nz
2045	B12	29	[408, 404]	0.28	sparse	380	nz
2046	B13	30	[400, 408]	0.28	sparse	384	nz
2047	B14	31	[352, 400]	0.31	sparse	320	nz
2048	B15	32	[288, 352]	0.38	sparse	256	nz
2049	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2050	B17	34	[256, 288]	0.39	sparse	256	0
2051	B18	35	[319, 256]	0.47	sparse	256	nz
2052	B19	36	[288, 319]	0.35	sparse	288	nz
2053	B20	37	[318, 288]	0.41	sparse	288	nz
2054	B21	38	[288, 318]	0.35	sparse	288	nz
2055	B22	39	[316, 288]	0.41	sparse	288	nz
2056	B23	40	[288, 316]	0.35	sparse	288	nz
2057	B24	41	[312, 288]	0.40	sparse	288	nz
2058	B25	42	[288, 312]	0.35	sparse	288	nz
2059	B26	43	[304, 288]	0.38	sparse	288	nz
2060	B27	44	[288, 304]	0.35	sparse	288	nz
2061	B28	45	[256, 288]	0.43	sparse	224	nz
2062	B29	121	[288, 256]	0.65	sparse	224	nz
2063	B30	47	[256, 288]	0.39	sparse	256	0
2064	B31	48	[319, 256]	0.47	sparse	256	nz
2065	B32	49	[288, 319]	0.35	sparse	288	nz
2066	B33	50	[318, 288]	0.41	sparse	288	nz
2067	B34	51	[288, 318]	0.35	sparse	288	nz
2068	B35	52	[316, 288]	0.41	sparse	288	nz
2069	B36	53	[288, 316]	0.35	sparse	288	nz
2070	B37	54	[312, 288]	0.40	sparse	288	nz
2071	B38	55	[288, 312]	0.35	sparse	288	nz
2072	B39	56	[304, 288]	0.38	sparse	288	nz
2073	B40	57	[288, 304]	0.35	sparse	288	nz
2074	B41	58	[256, 288]	0.43	sparse	224	nz
2075	B00	122	[336, 256]	0.47	sparse	224	nz
2076	B01	120	[328, 336]	0.36	sparse	296	nz
2077	B02	99	[340, 328]	0.42	sparse	264	nz
2078	B03	20	[332, 340]	0.41	sparse	268	nz
2079	B04	21	[375, 332]	0.38	sparse	300	nz
2080	B05	22	[399, 375]	0.33	sparse	336	nz
2081	B06	23	[410, 399]	0.31	sparse	368	nz
2082	B07	24	[402, 410]	0.30	sparse	372	nz
2083	B08	25	[412, 402]	0.30	sparse	372	nz
2084	B09	26	[404, 412]	0.30	sparse	376	nz
2085	B10	27	[412, 404]	0.29	sparse	376	nz
2086	B11	28	[404, 412]	0.29	sparse	380	nz
2087	B12	29	[408, 404]	0.28	sparse	380	nz
2088	B13	30	[400, 408]	0.28	sparse	384	nz
2089	B14	31	[352, 400]	0.31	sparse	320	nz
2090	B15	32	[288, 352]	0.38	sparse	256	nz
2091	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2092	B17	34	[256, 288]	0.39	sparse	256	0
2093	B18	35	[319, 256]	0.47	sparse	256	nz
2094	B19	36	[288, 319]	0.35	sparse	288	nz
2095	B20	37	[318, 288]	0.41	sparse	288	nz
2096	B21	38	[288, 318]	0.35	sparse	288	nz
2097	B22	39	[316, 288]	0.41	sparse	288	nz
2098	B23	40	[288, 316]	0.35	sparse	288	nz
2099	B24	41	[312, 288]	0.40	sparse	288	nz
2100	B25	42	[288, 312]	0.35	sparse	288	nz
2101	B26	43	[304, 288]	0.38	sparse	288	nz
2102	B27	44	[288, 304]	0.35	sparse	288	nz
2103	B28	45	[256, 288]	0.43	sparse	224	nz
2104	B29	123	[288, 256]	0.65	sparse	224	nz
2105	B30	47	[256, 288]	0.39	sparse	256	0
2106	B31	48	[319, 256]	0.47	sparse	256	nz
2107	B32	49	[288, 319]	0.35	sparse	288	nz
2108	B33	50	[318, 288]	0.41	sparse	288	nz
2109	B34	51	[288, 318]	0.35	sparse	288	nz
2110	B35	52	[316, 288]	0.41	sparse	288	nz
2111	B36	53	[288, 316]	0.35	sparse	288	nz
2112	B37	54	[312, 288]	0.40	sparse	288	nz
2113	B38	55	[288, 312]	0.35	sparse	288	nz
2114	B39	56	[304, 288]	0.38	sparse	288	nz
2115	B40	57	[288, 304]	0.35	sparse	288	nz
2116	B41	58	[256, 288]	0.43	sparse	224	nz
2117	B00	124	[336, 256]	0.47	sparse	224	nz
2118	B01	120	[328, 336]	0.36	sparse	296	nz
2119	B02	99	[340, 328]	0.42	sparse	264	nz
2120	B03	20	[332, 340]	0.41	sparse	268	nz
2121	B04	21	[375, 332]	0.38	sparse	300	nz
2122	B05	22	[399, 375]	0.33	sparse	336	nz
2123	B06	23	[410, 399]	0.31	sparse	368	nz
2124	B07	24	[402, 410]	0.30	sparse	372	nz
2125	B08	25	[412, 402]	0.30	sparse	372	nz
2126	B09	26	[404, 412]	0.30	sparse	376	nz
2127	B10	27	[412, 404]	0.29	sparse	376	nz
2128	B11	28	[404, 412]	0.29	sparse	380	nz
2129	B12	29	[408, 404]	0.28	sparse	380	nz
2130	B13	30	[400, 408]	0.28	sparse	384	nz
2131	B14	31	[352, 400]	0.31	sparse	320	nz
2132	B15	32	[288, 352]	0.38	sparse	256	nz
2133	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2134	B17	34	[256, 288]	0.39	sparse	256	0
2135	B18	35	[319, 256]	0.47	sparse	256	nz
2136	B19	36	[288, 319]	0.35	sparse	288	nz
2137	B20	37	[318, 288]	0.41	sparse	288	nz
2138	B21	38	[288, 318]	0.35	sparse	288	nz
2139	B22	39	[316, 288]	0.41	sparse	288	nz
2140	B23	40	[288, 316]	0.35	sparse	288	nz
2141	B24	41	[312, 288]	0.40	sparse	288	nz
2142	B25	42	[288, 312]	0.35	sparse	288	nz
2143	B26	43	[304, 288]	0.38	sparse	288	nz
2144	B27	44	[288, 304]	0.35	sparse	288	nz
2145	B28	45	[256, 288]	0.43	sparse	224	nz
2146	B29	125	[288, 256]	0.65	sparse	224	nz
2147	B30	47	[256, 288]	0.39	sparse	256	0
2148	B31	48	[319, 256]	0.47	sparse	256	nz
2149	B32	49	[288, 319]	0.35	sparse	288	nz
2150	B33	50	[318, 288]	0.41	sparse	288	nz
2151	B34	51	[288, 318]	0.35	sparse	288	nz
2152	B35	52	[316, 288]	0.41	sparse	288	nz
2153	B36	53	[288, 316]	0.35	sparse	288	nz
2154	B37	54	[312, 288]	0.40	sparse	288	nz
2155	B38	55	[288, 312]	0.35	sparse	288	nz
2156	B39	56	[304, 288]	0.38	sparse	288	nz
2157	B40	57	[288, 304]	0.35	sparse	288	nz
2158	B41	58	[256, 288]	0.43	sparse	224	nz
2159	B00	126	[336, 256]	0.47	sparse	224	nz
2160	B01	120	[328, 336]	0.36	sparse	296	nz
2161	B02	99	[340, 328]	0.42	sparse	264	nz
2162	B03	20	[332, 340]	0.41	sparse	268	nz
2163	B04	21	[375, 332]	0.38	sparse	300	nz
2164	B05	22	[399, 375]	0.33	sparse	336	nz
2165	B06	23	[410, 399]	0.31	sparse	368	nz
2166	B07	24	[402, 410]	0.30	sparse	372	nz
2167	B08	25	[412, 402]	0.30	sparse	372	nz
2168	B09	26	[404, 412]	0.30	sparse	376	nz
2169	B10	27	[412, 404]	0.29	sparse	376	nz
2170	B11	28	[404, 412]	0.29	sparse	380	nz
2171	B12	29	[408, 404]	0.28	sparse	380	nz
2172	B13	30	[400, 408]	0.28	sparse	384	nz
2173	B14	31	[352, 400]	0.31	sparse	320	nz
2174	B15	32	[288, 352]	0.38	sparse	256	nz
2175	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2176	B17	34	[256, 288]	0.39	sparse	256	0
2177	B18	35	[319, 256]	0.47	sparse	256	nz
2178	B19	36	[288, 319]	0.35	sparse	288	nz
2179	B20	37	[318, 288]	0.41	sparse	288	nz
2180	B21	38	[288, 318]	0.35	sparse	288	nz
2181	B22	39	[316, 288]	0.41	sparse	288	nz
2182	B23	40	[288, 316]	0.35	sparse	288	nz
2183	B24	41	[312, 288]	0.40	sparse	288	nz
2184	B25	42	[288, 312]	0.35	sparse	288	nz
2185	B26	43	[304, 288]	0.38	sparse	288	nz
2186	B27	44	[288, 304]	0.35	sparse	288	nz
2187	B28	45	[256, 288]	0.43	sparse	224	nz
2188	B29	127	[288, 256]	0.65	sparse	224	nz
2189	B30	47	[256, 288]	0.39	sparse	256	0
2190	B31	48	[319, 256]	0.47	sparse	256	nz
2191	B32	49	[288, 319]	0.35	sparse	288	nz
2192	B33	50	[318, 288]	0.41	sparse	288	nz
2193	B34	51	[288, 318]	0.35	sparse	288	nz
2194	B35	52	[316, 288]	0.41	sparse	288	nz
2195	B36	53	[288, 316]	0.35	sparse	288	nz
2196	B37	54	[312, 288]	0.40	sparse	288	nz
2197	B38	55	[288, 312]	0.35	sparse	288	nz
2198	B39	56	[304, 288]	0.38	sparse	288	nz
2199	B40	57	[288, 304]	0.35	sparse	288	nz
2200	B41	58	[256, 288]	0.43	sparse	224	nz
2201	B00	128	[336, 256]	0.47	sparse	224	nz
2202	B01	120	[328, 336]	0.36	sparse	296	nz
2203	B02	99	[340, 328]	0.42	sparse	264	nz
2204	B03	20	[332, 340]	0.41	sparse	268	nz
2205	B04	21	[375, 332]	0.38	sparse	300	nz
2206	B05	22	[399, 375]	0.33	sparse	336	nz
2207	B06	23	[410, 399]	0.31	sparse	368	nz
2208	B07	24	[402, 410]	0.30	sparse	372	nz
2209	B08	25	[412, 402]	0.30	sparse	372	nz
2210	B09	26	[404, 412]	0.30	sparse	376	nz
2211	B10	27	[412, 404]	0.29	sparse	376	nz
2212	B11	28	[404, 412]	0.29	sparse	380	nz
2213	B12	29	[408, 404]	0.28	sparse	380	nz
2214	B13	30	[400, 408]	0.28	sparse	384	nz
2215	B14	31	[352, 400]	0.31	sparse	320	nz
2216	B15	32	[288, 352]	0.38	sparse	256	nz
2217	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2218	B17	34	[256, 288]	0.39	sparse	256	0
2219	B18	35	[319, 256]	0.47	sparse	256	nz
2220	B19	36	[288, 319]	0.35	sparse	288	nz
2221	B20	37	[318, 288]	0.41	sparse	288	nz
2222	B21	38	[288, 318]	0.35	sparse	288	nz
2223	B22	39	[316, 288]	0.41	sparse	288	nz
2224	B23	40	[288, 316]	0.35	sparse	288	nz
2225	B24	41	[312, 288]	0.40	sparse	288	nz
2226	B25	42	[288, 312]	0.35	sparse	288	nz
2227	B26	43	[304, 288]	0.38	sparse	288	nz
2228	B27	44	[288, 304]	0.35	sparse	288	nz
2229	B28	45	[256, 288]	0.43	sparse	224	nz
2230	B29	121	[288, 256]	0.65	sparse	224	nz
2231	B30	47	[256, 288]	0.39	sparse	256	0
2232	B31	48	[319, 256]	0.47	sparse	256	nz
2233	B32	49	[288, 319]	0.35	sparse	288	nz
2234	B33	50	[318, 288]	0.41	sparse	288	nz
2235	B34	51	[288, 318]	0.35	sparse	288	nz
2236	B35	52	[316, 288]	0.41	sparse	288	nz
2237	B36	53	[288, 316]	0.35	sparse	288	nz
2238	B37	54	[312, 288]	0.40	sparse	288	nz
2239	B38	55	[288, 312]	0.35	sparse	288	nz
2240	B39	56	[304, 288]	0.38	sparse	288	nz
2241	B40	57	[288, 304]	0.35	sparse	288	nz
2242	B41	58	[256, 288]	0.43	sparse	224	nz
2243	B00	129	[336, 256]	0.47	sparse	224	nz
2244	B01	120	[328, 336]	0.36	sparse	296	nz
2245	B02	99	[340, 328]	0.42	sparse	264	nz
2246	B03	20	[332, 340]	0.41	sparse	268	nz
2247	B04	21	[375, 332]	0.38	sparse	300	nz
2248	B05	22	[399, 375]	0.33	sparse	336	nz
2249	B06	23	[410, 399]	0.31	sparse	368	nz
2250	B07	24	[402, 410]	0.30	sparse	372	nz
2251	B08	25	[412, 402]	0.30	sparse	372	nz
2252	B09	26	[404, 412]	0.30	sparse	376	nz
2253	B10	27	[412, 404]	0.29	sparse	376	nz
2254	B11	28	[404, 412]	0.29	sparse	380	nz
2255	B12	29	[408, 404]	0.28	sparse	380	nz
2256	B13	30	[400, 408]	0.28	sparse	384	nz
2257	B14	31	[352, 400]	0.31	sparse	320	nz
2258	B15	32	[288, 352]	0.38	sparse	256	nz
2259	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2260	B17	34	[256, 288]	0.39	sparse	256	0
2261	B18	35	[319, 256]	0.47	sparse	256	nz
2262	B19	36	[288, 319]	0.35	sparse	288	nz
2263	B20	37	[318, 288]	0.41	sparse	288	nz
2264	B21	38	[288, 318]	0.35	sparse	288	nz
2265	B22	39	[316, 288]	0.41	sparse	288	nz
2266	B23	40	[288, 316]	0.35	sparse	288	nz
2267	B24	41	[312, 288]	0.40	sparse	288	nz
2268	B25	42	[288, 312]	0.35	sparse	288	nz
2269	B26	43	[304, 288]	0.38	sparse	288	nz
2270	B27	44	[288, 304]	0.35	sparse	288	nz
2271	B28	45	[256, 288]	0.43	sparse	224	nz
2272	B29	123	[288, 256]	0.65	sparse	224	nz
2273	B30	47	[256, 288]	0.39	sparse	256	0
2274	B31	48	[319, 256]	0.47	sparse	256	nz
2275	B32	49	[288, 319]	0.35	sparse	288	nz
2276	B33	50	[318, 288]	0.41	sparse	288	nz
2277	B34	51	[288, 318]	0.35	sparse	288	nz
2278	B35	52	[316, 288]	0.41	sparse	288	nz
2279	B36	53	[288, 316]	0.35	sparse	288	nz
2280	B37	54	[312, 288]	0.40	sparse	288	nz
2281	B38	55	[288, 312]	0.35	sparse	288	nz
2282	B39	56	[304, 288]	0.38	sparse	288	nz
2283	B40	57	[288, 304]	0.35	sparse	288	nz
2284	B41	58	[256, 288]	0.43	sparse	224	nz
2285	B00	130	[336, 256]	0.47	sparse	224	nz
2286	B01	120	[328, 336]	0.36	sparse	296	nz
2287	B02	99	[340, 328]	0.42	sparse	264	nz
2288	B03	20	[332, 340]	0.41	sparse	268	nz
2289	B04	21	[375, 332]	0.38	sparse	300	nz
2290	B05	22	[399, 375]	0.33	sparse	336	nz
2291	B06	23	[410, 399]	0.31	sparse	368	nz
2292	B07	24	[402, 410]	0.30	sparse	372	nz
2293	B08	25	[412, 402]	0.30	sparse	372	nz
2294	B09	26	[404, 412]	0.30	sparse	376	nz
2295	B10	27	[412, 404]	0.29	sparse	376	nz
2296	B11	28	[404, 412]	0.29	sparse	380	nz
2297	B12	29	[408, 404]	0.28	sparse	380	nz
2298	B13	30	[400, 408]	0.28	sparse	384	nz
2299	B14	31	[352, 400]	0.31	sparse	320	nz
2300	B15	32	[288, 352]	0.38	sparse	256	nz
2301	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2302	B17	34	[256, 288]	0.39	sparse	256	0
2303	B18	35	[319, 256]	0.47	sparse	256	nz
2304	B19	36	[288, 319]	0.35	sparse	288	nz
2305	B20	37	[318, 288]	0.41	sparse	288	nz
2306	B21	38	[288, 318]	0.35	sparse	288	nz
2307	B22	39	[316, 288]	0.41	sparse	288	nz
2308	B23	40	[288, 316]	0.35	sparse	288	nz
2309	B24	41	[312, 288]	0.40	sparse	288	nz
2310	B25	42	[288, 312]	0.35	sparse	288	nz
2311	B26	43	[304, 288]	0.38	sparse	288	nz
2312	B27	44	[288, 304]	0.35	sparse	288	nz
2313	B28	45	[256, 288]	0.43	sparse	224	nz
2314	B29	125	[288, 256]	0.65	sparse	224	nz
2315	B30	47	[256, 288]	0.39	sparse	256	0
2316	B31	48	[319, 256]	0.47	sparse	256	nz
2317	B32	49	[288, 319]	0.35	sparse	288	nz
2318	B33	50	[318, 288]	0.41	sparse	288	nz
2319	B34	51	[288, 318]	0.35	sparse	288	nz
2320	B35	52	[316, 288]	0.41	sparse	288	nz
2321	B36	53	[288, 316]	0.35	sparse	288	nz
2322	B37	54	[312, 288]	0.40	sparse	288	nz
2323	B38	55	[288, 312]	0.35	sparse	288	nz
2324	B39	56	[304, 288]	0.38	sparse	288	nz
2325	B40	57	[288, 304]	0.35	sparse	288	nz
2326	B41	58	[256, 288]	0.43	sparse	224	nz
2327	B00	131	[336, 256]	0.47	sparse	224	nz
2328	B01	120	[328, 336]	0.36	sparse	296	nz
2329	B02	99	[340, 328]	0.42	sparse	264	nz
2330	B03	20	[332, 340]	0.41	sparse	268	nz
2331	B04	21	[375, 332]	0.38	sparse	300	nz
2332	B05	22	[399, 375]	0.33	sparse	336	nz
2333	B06	23	[410, 399]	0.31	sparse	368	nz
2334	B07	24	[402, 410]	0.30	sparse	372	nz
2335	B08	25	[412, 402]	0.30	sparse	372	nz
2336	B09	26	[404, 412]	0.30	sparse	376	nz
2337	B10	27	[412, 404]	0.29	sparse	376	nz
2338	B11	28	[404, 412]	0.29	sparse	380	nz
2339	B12	29	[408, 404]	0.28	sparse	380	nz
2340	B13	30	[400, 408]	0.28	sparse	384	nz
2341	B14	31	[352, 400]	0.31	sparse	320	nz
2342	B15	32	[288, 352]	0.38	sparse	256	nz
2343	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2344	B17	34	[256, 288]	0.39	sparse	256	0
2345	B18	35	[319, 256]	0.47	sparse	256	nz
2346	B19	36	[288, 319]	0.35	sparse	288	nz
2347	B20	37	[318, 288]	0.41	sparse	288	nz
2348	B21	38	[288, 318]	0.35	sparse	288	nz
2349	B22	39	[316, 288]	0.41	sparse	288	nz
2350	B23	40	[288, 316]	0.35	sparse	288	nz
2351	B24	41	[312, 288]	0.40	sparse	288	nz
2352	B25	42	[288, 312]	0.35	sparse	288	nz
2353	B26	43	[304, 288]	0.38	sparse	288	nz
2354	B27	44	[288, 304]	0.35	sparse	288	nz
2355	B28	45	[256, 288]	0.43	sparse	224	nz
2356	B29	127	[288, 256]	0.65	sparse	224	nz
2357	B30	47	[256, 288]	0.39	sparse	256	0
2358	B31	48	[319, 256]	0.47	sparse	256	nz
2359	B32	49	[288, 319]	0.35	sparse	288	nz
2360	B33	50	[318, 288]	0.41	sparse	288	nz
2361	B34	51	[288, 318]	0.35	sparse	288	nz
2362	B35	52	[316, 288]	0.41	sparse	288	nz
2363	B36	53	[288, 316]	0.35	sparse	288	nz
2364	B37	54	[312, 288]	0.40	sparse	288	nz
2365	B38	55	[288, 312]	0.35	sparse	288	nz
2366	B39	56	[304, 288]	0.38	sparse	288	nz
2367	B40	57	[288, 304]	0.35	sparse	288	nz
2368	B41	58	[256, 288]	0.43	sparse	224	nz
2369	B00	132	[336, 256]	0.47	sparse	224	nz
2370	B01	120	[328, 336]	0.36	sparse	296	nz
2371	B02	99	[340, 328]	0.42	sparse	264	nz
2372	B03	20	[332, 340]	0.41	sparse	268	nz
2373	B04	21	[375, 332]	0.38	sparse	300	nz
2374	B05	22	[399, 375]	0.33	sparse	336	nz
2375	B06	23	[410, 399]	0.31	sparse	368	nz
2376	B07	24	[402, 410]	0.30	sparse	372	nz
2377	B08	25	[412, 402]	0.30	sparse	372	nz
2378	B09	26	[404, 412]	0.30	sparse	376	nz
2379	B10	27	[412, 404]	0.29	sparse	376	nz
2380	B11	28	[404, 412]	0.29	sparse	380	nz
2381	B12	29	[408, 404]	0.28	sparse	380	nz
2382	B13	30	[400, 408]	0.28	sparse	384	nz
2383	B14	31	[352, 400]	0.31	sparse	320	nz
2384	B15	32	[288, 352]	0.38	sparse	256	nz
2385	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2386	B17	34	[256, 288]	0.39	sparse	256	0
2387	B18	35	[319, 256]	0.47	sparse	256	nz
2388	B19	36	[288, 319]	0.35	sparse	288	nz
2389	B20	37	[318, 288]	0.41	sparse	288	nz
2390	B21	38	[288, 318]	0.35	sparse	288	nz
2391	B22	39	[316, 288]	0.41	sparse	288	nz
2392	B23	40	[288, 316]	0.35	sparse	288	nz
2393	B24	41	[312, 288]	0.40	sparse	288	nz
2394	B25	42	[288, 312]	0.35	sparse	288	nz
2395	B26	43	[304, 288]	0.38	sparse	288	nz
2396	B27	44	[288, 304]	0.35	sparse	288	nz
2397	B28	45	[256, 288]	0.43	sparse	224	nz
2398	B29	121	[288, 256]	0.65	sparse	224	nz
2399	B30	47	[256, 288]	0.39	sparse	256	0
2400	B31	48	[319, 256]	0.47	sparse	256	nz
2401	B32	49	[288, 319]	0.35	sparse	288	nz
2402	B33	50	[318, 288]	0.41	sparse	288	nz
2403	B34	51	[288, 318]	0.35	sparse	288	nz
2404	B35	52	[316, 288]	0.41	sparse	288	nz
2405	B36	53	[288, 316]	0.35	sparse	288	nz
2406	B37	54	[312, 288]	0.40	sparse	288	nz
2407	B38	55	[288, 312]	0.35	sparse	288	nz
2408	B39	56	[304, 288]	0.38	sparse	288	nz
2409	B40	57	[288, 304]	0.35	sparse	288	nz
2410	B41	58	[256, 288]	0.43	sparse	224	nz
2411	B00	133	[336, 256]	0.47	sparse	224	nz
2412	B01	120	[328, 336]	0.36	sparse	296	nz
2413	B02	99	[340, 328]	0.42	sparse	264	nz
2414	B03	20	[332, 340]	0.41	sparse	268	nz
2415	B04	21	[375, 332]	0.38	sparse	300	nz
2416	B05	22	[399, 375]	0.33	sparse	336	nz
2417	B06	23	[410, 399]	0.31	sparse	368	nz
2418	B07	24	[402, 410]	0.30	sparse	372	nz
2419	B08	25	[412, 402]	0.30	sparse	372	nz
2420	B09	26	[404, 412]	0.30	sparse	376	nz
2421	B10	27	[412, 404]	0.29	sparse	376	nz
2422	B11	28	[404, 412]	0.29	sparse	380	nz
2423	B12	29	[408, 404]	0.28	sparse	380	nz
2424	B13	30	[400, 408]	0.28	sparse	384	nz
2425	B14	31	[352, 400]	0.31	sparse	320	nz
2426	B15	32	[288, 352]	0.38	sparse	256	nz
2427	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2428	B17	34	[256, 288]	0.39	sparse	256	0
2429	B18	35	[319, 256]	0.47	sparse	256	nz
2430	B19	36	[288, 319]	0.35	sparse	288	nz
2431	B20	37	[318, 288]	0.41	sparse	288	nz
2432	B21	38	[288, 318]	0.35	sparse	288	nz
2433	B22	39	[316, 288]	0.41	sparse	288	nz
2434	B23	40	[288, 316]	0.35	sparse	288	nz
2435	B24	41	[312, 288]	0.40	sparse	288	nz
2436	B25	42	[288, 312]	0.35	sparse	288	nz
2437	B26	43	[304, 288]	0.38	sparse	288	nz
2438	B27	44	[288, 304]	0.35	sparse	288	nz
2439	B28	45	[256, 288]	0.43	sparse	224	nz
2440	B29	123	[288, 256]	0.65	sparse	224	nz
2441	B30	47	[256, 288]	0.39	sparse	256	0
2442	B31	48	[319, 256]	0.47	sparse	256	nz
2443	B32	49	[288, 319]	0.35	sparse	288	nz
2444	B33	50	[318, 288]	0.41	sparse	288	nz
2445	B34	51	[288, 318]	0.35	sparse	288	nz
2446	B35	52	[316, 288]	0.41	sparse	288	nz
2447	B36	53	[288, 316]	0.35	sparse	288	nz
2448	B37	54	[312, 288]	0.40	sparse	288	nz
2449	B38	55	[288, 312]	0.35	sparse	288	nz
2450	B39	56	[304, 288]	0.38	sparse	288	nz
2451	B40	57	[288, 304]	0.35	sparse	288	nz
2452	B41	58	[256, 288]	0.43	sparse	224	nz
2453	B00	134	[336, 256]	0.47	sparse	224	nz
2454	B01	120	[328, 336]	0.36	sparse	296	nz
2455	B02	99	[340, 328]	0.42	sparse	264	nz
2456	B03	20	[332, 340]	0.41	sparse	268	nz
2457	B04	21	[375, 332]	0.38	sparse	300	nz
2458	B05	22	[399, 375]	0.33	sparse	336	nz
2459	B06	23	[410, 399]	0.31	sparse	368	nz
2460	B07	24	[402, 410]	0.30	sparse	372	nz
2461	B08	25	[412, 402]	0.30	sparse	372	nz
2462	B09	26	[404, 412]	0.30	sparse	376	nz
2463	B10	27	[412, 404]	0.29	sparse	376	nz
2464	B11	28	[404, 412]	0.29	sparse	380	nz
2465	B12	29	[408, 404]	0.28	sparse	380	nz
2466	B13	30	[400, 408]	0.28	sparse	384	nz
2467	B14	31	[352, 400]	0.31	sparse	320	nz
2468	B15	32	[288, 352]	0.38	sparse	256	nz
2469	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2470	B17	34	[256, 288]	0.39	sparse	256	0
2471	B18	35	[319, 256]	0.47	sparse	256	nz
2472	B19	36	[288, 319]	0.35	sparse	288	nz
2473	B20	37	[318, 288]	0.41	sparse	288	nz
2474	B21	38	[288, 318]	0.35	sparse	288	nz
2475	B22	39	[316, 288]	0.41	sparse	288	nz
2476	B23	40	[288, 316]	0.35	sparse	288	nz
2477	B24	41	[312, 288]	0.40	sparse	288	nz
2478	B25	42	[288, 312]	0.35	sparse	288	nz
2479	B26	43	[304, 288]	0.38	sparse	288	nz
2480	B27	44	[288, 304]	0.35	sparse	288	nz
2481	B28	45	[256, 288]	0.43	sparse	224	nz
2482	B29	125	[288, 256]	0.65	sparse	224	nz
2483	B30	47	[256, 288]	0.39	sparse	256	0
2484	B31	48	[319, 256]	0.47	sparse	256	nz
2485	B32	49	[288, 319]	0.35	sparse	288	nz
2486	B33	50	[318, 288]	0.41	sparse	288	nz
2487	B34	51	[288, 318]	0.35	sparse	288	nz
2488	B35	52	[316, 288]	0.41	sparse	288	nz
2489	B36	53	[288, 316]	0.35	sparse	288	nz
2490	B37	54	[312, 288]	0.40	sparse	288	nz
2491	B38	55	[288, 312]	0.35	sparse	288	nz
2492	B39	56	[304, 288]	0.38	sparse	288	nz
2493	B40	57	[288, 304]	0.35	sparse	288	nz
2494	B41	58	[256, 288]	0.43	sparse	224	nz
2495	B00	135	[336, 256]	0.47	sparse	224	nz
2496	B01	120	[328, 336]	0.36	sparse	296	nz
2497	B02	99	[340, 328]	0.42	sparse	264	nz
2498	B03	20	[332, 340]	0.41	sparse	268	nz
2499	B04	21	[375, 332]	0.38	sparse	300	nz
2500	B05	22	[399, 375]	0.33	sparse	336	nz
2501	B06	23	[410, 399]	0.31	sparse	368	nz
2502	B07	24	[402, 410]	0.30	sparse	372	nz
2503	B08	25	[412, 402]	0.30	sparse	372	nz
2504	B09	26	[404, 412]	0.30	sparse	376	nz
2505	B10	27	[412, 404]	0.29	sparse	376	nz
2506	B11	28	[404, 412]	0.29	sparse	380	nz
2507	B12	29	[408, 404]	0.28	sparse	380	nz
2508	B13	30	[400, 408]	0.28	sparse	384	nz
2509	B14	31	[352, 400]	0.31	sparse	320	nz
2510	B15	32	[288, 352]	0.38	sparse	256	nz
2511	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
2512	B17	34	[256, 288]	0.39	sparse	256	0
2513	B18	35	[319, 256]	0.47	sparse	256	nz
2514	B19	36	[288, 319]	0.35	sparse	288	nz
2515	B20	37	[318, 288]	0.41	sparse	288	nz
2516	B21	38	[288, 318]	0.35	sparse	288	nz
2517	B22	39	[316, 288]	0.41	sparse	288	nz
2518	B23	40	[288, 316]	0.35	sparse	288	nz
2519	B24	41	[312, 288]	0.40	sparse	288	nz
